ward,year,specimen_type,organism_clean,antibiotic_canon,n_S,n_I,n_R,n_tested,pct_S,pct_I,pct_R,pct_nonS
MI,2021,blood,klebsiella pneumoniae,ceftazidime_avibactam,5,0,1,6,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666
MI,2021,blood,klebsiella pneumoniae,ceftriaxone,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,klebsiella pneumoniae,cefuroxime,2,0,5,7,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
MI,2021,blood,klebsiella pneumoniae,ciprofloxacin,1,0,6,7,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571
MI,2021,blood,klebsiella pneumoniae,gentamicin,5,0,2,7,0.7142857142857143,0.0,0.2857142857142857,0.2857142857142857
MI,2021,blood,klebsiella pneumoniae,imipenem_cilastatin,2,0,5,7,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
MI,2021,blood,klebsiella pneumoniae,meropenem,2,0,5,7,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
MI,2021,blood,klebsiella pneumoniae,ofloxacin,1,0,6,7,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571
MI,2021,blood,klebsiella pneumoniae,piperacillin,2,0,5,7,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
MI,2021,blood,klebsiella pneumoniae,piperacillin_tazobactam,2,0,5,7,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
MI,2021,blood,klebsiella pneumoniae,tigecycline,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285
MI,2021,blood,klebsiella spp.,amikacin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,amoxicillin_clavulanate,2,2,0,4,0.5,0.5,0.0,0.5
MI,2021,blood,klebsiella spp.,ampicillin,0,0,4,4,0.0,0.0,1.0,1.0
MI,2021,blood,klebsiella spp.,cefepime,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,cefotaxime,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,ceftazidime,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,ceftazidime_avibactam,2,0,0,2,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,cefuroxime,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,ciprofloxacin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,gentamicin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,imipenem_cilastatin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,meropenem,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,ofloxacin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,klebsiella spp.,piperacillin,3,1,0,4,0.75,0.25,0.0,0.25
MI,2021,blood,klebsiella spp.,piperacillin_tazobactam,3,1,0,4,0.75,0.25,0.0,0.25
MI,2021,blood,klebsiella spp.,tigecycline,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,listeria monocytogenes,ampicillin,2,0,0,2,1.0,0.0,0.0,0.0
MI,2021,blood,listeria monocytogenes,ampicillin_sulbactam,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,listeria monocytogenes,ciprofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,listeria monocytogenes,erythromycin,2,0,0,2,1.0,0.0,0.0,0.0
MI,2021,blood,listeria monocytogenes,levofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,listeria monocytogenes,meropenem,2,0,0,2,1.0,0.0,0.0,0.0
MI,2021,blood,listeria monocytogenes,ofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,listeria monocytogenes,penicillin,1,0,1,2,0.5,0.0,0.5,0.5
MI,2021,blood,listeria monocytogenes,trimethoprim_sulfamethoxazole,1,0,1,2,0.5,0.0,0.5,0.5
MI,2021,blood,morganella morganii,amikacin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,amoxicillin_clavulanate,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,morganella morganii,ampicillin,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,morganella morganii,cefepime,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,cefotaxime,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,ceftazidime,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,ceftazidime_avibactam,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,cefuroxime,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,morganella morganii,ciprofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,imipenem_cilastatin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,meropenem,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,ofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,piperacillin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,morganella morganii,piperacillin_tazobactam,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,amikacin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,amoxicillin_clavulanate,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,ampicillin,3,0,1,4,0.75,0.0,0.25,0.25
MI,2021,blood,proteus mirabilis,cefepime,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,cefoperazone_sulbactam,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,cefotaxime,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,ceftazidime,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,ceftazidime_avibactam,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,cefuroxime,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,ciprofloxacin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,gentamicin,3,0,1,4,0.75,0.0,0.25,0.25
MI,2021,blood,proteus mirabilis,imipenem_cilastatin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,meropenem,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,netilmicin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,ofloxacin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,piperacillin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,proteus mirabilis,piperacillin_tazobactam,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,amikacin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,aztreonam,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,cefepime,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,ceftazidime,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,ciprofloxacin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,colistin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,gentamicin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,imipenem_cilastatin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,levofloxacin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,meropenem,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,ofloxacin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,piperacillin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,piperacillin_tazobactam,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,pseudomonas aeruginosa,tobramycin,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,stafilococ coagulazo negativ,amoxicillin_clavulanate,5,0,17,22,0.22727272727272727,0.0,0.7727272727272727,0.7727272727272727
MI,2021,blood,stafilococ coagulazo negativ,ampicillin,2,0,11,13,0.15384615384615385,0.0,0.8461538461538461,0.8461538461538461
MI,2021,blood,stafilococ coagulazo negativ,ampicillin_sulbactam,2,0,10,12,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334
MI,2021,blood,stafilococ coagulazo negativ,azithromycin,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,stafilococ coagulazo negativ,cefepime,3,0,6,9,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,stafilococ coagulazo negativ,cefotaxime,3,0,5,8,0.375,0.0,0.625,0.625
MI,2021,blood,stafilococ coagulazo negativ,cefoxitin,5,0,15,20,0.25,0.0,0.75,0.75
MI,2021,blood,stafilococ coagulazo negativ,ceftazidime,2,0,11,13,0.15384615384615385,0.0,0.8461538461538461,0.8461538461538461
MI,2021,blood,stafilococ coagulazo negativ,ceftriaxone,3,0,6,9,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,stafilococ coagulazo negativ,cefuroxime,2,0,13,15,0.13333333333333333,0.0,0.8666666666666667,0.8666666666666667
MI,2021,blood,stafilococ coagulazo negativ,chloramphenicol,15,0,5,20,0.75,0.0,0.25,0.25
MI,2021,blood,stafilococ coagulazo negativ,ciprofloxacin,11,1,9,21,0.5238095238095238,0.047619047619047616,0.42857142857142855,0.47619047619047616
MI,2021,blood,stafilococ coagulazo negativ,clindamycin,10,0,11,21,0.47619047619047616,0.0,0.5238095238095238,0.5238095238095238
MI,2021,blood,stafilococ coagulazo negativ,ertapenem,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,stafilococ coagulazo negativ,erythromycin,9,1,12,22,0.4090909090909091,0.045454545454545456,0.5454545454545454,0.5909090909090909
MI,2021,blood,stafilococ coagulazo negativ,gentamicin,19,0,3,22,0.8636363636363636,0.0,0.13636363636363635,0.13636363636363635
MI,2021,blood,stafilococ coagulazo negativ,imipenem_cilastatin,3,0,6,9,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,stafilococ coagulazo negativ,linezolid,20,0,2,22,0.9090909090909091,0.0,0.09090909090909091,0.09090909090909091
MI,2021,blood,stafilococ coagulazo negativ,meropenem,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,stafilococ coagulazo negativ,netilmicin,20,0,0,20,1.0,0.0,0.0,0.0
MI,2021,blood,stafilococ coagulazo negativ,ofloxacin,11,1,9,21,0.5238095238095238,0.047619047619047616,0.42857142857142855,0.47619047619047616
MI,2021,blood,stafilococ coagulazo negativ,oxacillin,5,0,14,19,0.2631578947368421,0.0,0.7368421052631579,0.7368421052631579
MI,2021,blood,stafilococ coagulazo negativ,penicillin,0,0,10,10,0.0,0.0,1.0,1.0
MI,2021,blood,stafilococ coagulazo negativ,piperacillin,5,0,16,21,0.23809523809523808,0.0,0.7619047619047619,0.7619047619047619
MI,2021,blood,stafilococ coagulazo negativ,piperacillin_tazobactam,5,0,16,21,0.23809523809523808,0.0,0.7619047619047619,0.7619047619047619
MI,2021,blood,stafilococ coagulazo negativ,rifampicin,15,0,3,18,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666
MI,2021,blood,stafilococ coagulazo negativ,teicoplanin,21,0,0,21,1.0,0.0,0.0,0.0
MI,2021,blood,stafilococ coagulazo negativ,tigecycline,21,0,0,21,1.0,0.0,0.0,0.0
MI,2021,blood,stafilococ coagulazo negativ,trimethoprim_sulfamethoxazole,5,0,10,15,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,stafilococ coagulazo negativ,vancomycin,22,0,0,22,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,amoxicillin,0,0,10,10,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus aureus,amoxicillin_clavulanate,13,0,13,26,0.5,0.0,0.5,0.5
MI,2021,blood,staphylococcus aureus,ampicillin,5,0,15,20,0.25,0.0,0.75,0.75
MI,2021,blood,staphylococcus aureus,ampicillin_sulbactam,5,0,4,9,0.5555555555555556,0.0,0.4444444444444444,0.4444444444444444
MI,2021,blood,staphylococcus aureus,cefepime,8,0,10,18,0.4444444444444444,0.0,0.5555555555555556,0.5555555555555556
MI,2021,blood,staphylococcus aureus,cefotaxime,3,0,6,9,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,staphylococcus aureus,cefoxitin,8,0,8,16,0.5,0.0,0.5,0.5
MI,2021,blood,staphylococcus aureus,ceftazidime,5,0,4,9,0.5555555555555556,0.0,0.4444444444444444,0.4444444444444444
MI,2021,blood,staphylococcus aureus,ceftazidime_avibactam,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus aureus,ceftriaxone,8,0,10,18,0.4444444444444444,0.0,0.5555555555555556,0.5555555555555556
MI,2021,blood,staphylococcus aureus,cefuroxime,11,0,8,19,0.5789473684210527,0.0,0.42105263157894735,0.42105263157894735
MI,2021,blood,staphylococcus aureus,chloramphenicol,29,0,0,29,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,ciprofloxacin,27,0,1,28,0.9642857142857143,0.0,0.03571428571428571,0.03571428571428571
MI,2021,blood,staphylococcus aureus,clindamycin,17,1,11,29,0.5862068965517241,0.034482758620689655,0.3793103448275862,0.41379310344827586
MI,2021,blood,staphylococcus aureus,ertapenem,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus aureus,erythromycin,8,0,20,28,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
MI,2021,blood,staphylococcus aureus,gentamicin,29,0,0,29,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,imipenem_cilastatin,8,0,10,18,0.4444444444444444,0.0,0.5555555555555556,0.5555555555555556
MI,2021,blood,staphylococcus aureus,linezolid,27,0,0,27,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,meropenem,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus aureus,netilmicin,27,0,0,27,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,norfloxacin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,ofloxacin,27,0,1,28,0.9642857142857143,0.0,0.03571428571428571,0.03571428571428571
MI,2021,blood,staphylococcus aureus,oxacillin,13,0,13,26,0.5,0.0,0.5,0.5
MI,2021,blood,staphylococcus aureus,penicillin,0,0,23,23,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus aureus,piperacillin,14,0,12,26,0.5384615384615384,0.0,0.46153846153846156,0.46153846153846156
MI,2021,blood,staphylococcus aureus,piperacillin_tazobactam,14,0,12,26,0.5384615384615384,0.0,0.46153846153846156,0.46153846153846156
MI,2021,blood,staphylococcus aureus,rifampicin,24,0,1,25,0.96,0.0,0.04,0.04
MI,2021,blood,staphylococcus aureus,teicoplanin,28,0,0,28,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,tigecycline,28,0,0,28,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,trimethoprim_sulfamethoxazole,23,0,0,23,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus aureus,vancomycin,27,0,0,27,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus epidermidis,amoxicillin,0,0,5,5,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus epidermidis,amoxicillin_clavulanate,5,0,10,15,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,staphylococcus epidermidis,ampicillin,0,0,5,5,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus epidermidis,cefepime,5,0,10,15,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,staphylococcus epidermidis,cefotaxime,3,0,5,8,0.375,0.0,0.625,0.625
MI,2021,blood,staphylococcus epidermidis,cefoxitin,3,0,5,8,0.375,0.0,0.625,0.625
MI,2021,blood,staphylococcus epidermidis,ceftriaxone,5,0,10,15,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,staphylococcus epidermidis,cefuroxime,2,0,5,7,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
MI,2021,blood,staphylococcus epidermidis,chloramphenicol,14,0,1,15,0.9333333333333333,0.0,0.06666666666666667,0.06666666666666667
MI,2021,blood,staphylococcus epidermidis,ciprofloxacin,7,4,4,15,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.5333333333333333
MI,2021,blood,staphylococcus epidermidis,clindamycin,9,0,6,15,0.6,0.0,0.4,0.4
MI,2021,blood,staphylococcus epidermidis,erythromycin,5,1,9,15,0.3333333333333333,0.06666666666666667,0.6,0.6666666666666666
MI,2021,blood,staphylococcus epidermidis,gentamicin,12,1,1,14,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.14285714285714285
MI,2021,blood,staphylococcus epidermidis,imipenem_cilastatin,5,0,10,15,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,staphylococcus epidermidis,linezolid,14,0,0,14,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus epidermidis,netilmicin,12,0,0,12,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus epidermidis,ofloxacin,7,4,4,15,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.5333333333333333
MI,2021,blood,staphylococcus epidermidis,oxacillin,5,0,10,15,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,staphylococcus epidermidis,penicillin,0,0,13,13,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus epidermidis,piperacillin,5,0,10,15,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,staphylococcus epidermidis,piperacillin_tazobactam,5,0,10,15,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MI,2021,blood,staphylococcus epidermidis,rifampicin,13,0,2,15,0.8666666666666667,0.0,0.13333333333333333,0.13333333333333333
MI,2021,blood,staphylococcus epidermidis,teicoplanin,15,0,0,15,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus epidermidis,tigecycline,15,0,0,15,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus epidermidis,trimethoprim_sulfamethoxazole,8,0,3,11,0.7272727272727273,0.0,0.2727272727272727,0.2727272727272727
MI,2021,blood,staphylococcus epidermidis,vancomycin,15,0,0,15,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus haemolyticus,amoxicillin,0,0,2,2,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,amoxicillin_clavulanate,0,0,4,4,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,ampicillin,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,ampicillin_sulbactam,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,cefepime,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,cefotaxime,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,cefoxitin,0,0,2,2,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,ceftazidime,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,ceftriaxone,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,cefuroxime,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,chloramphenicol,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus haemolyticus,ciprofloxacin,0,0,4,4,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,clindamycin,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
MI,2021,blood,staphylococcus haemolyticus,erythromycin,0,1,3,4,0.0,0.25,0.75,1.0
MI,2021,blood,staphylococcus haemolyticus,gentamicin,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
MI,2021,blood,staphylococcus haemolyticus,imipenem_cilastatin,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,linezolid,3,0,0,3,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus haemolyticus,netilmicin,2,0,0,2,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus haemolyticus,ofloxacin,0,0,4,4,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,oxacillin,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,penicillin,0,0,4,4,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,piperacillin,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,piperacillin_tazobactam,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus haemolyticus,rifampicin,2,1,1,4,0.5,0.25,0.25,0.5
MI,2021,blood,staphylococcus haemolyticus,teicoplanin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus haemolyticus,tigecycline,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus haemolyticus,trimethoprim_sulfamethoxazole,1,0,3,4,0.25,0.0,0.75,0.75
MI,2021,blood,staphylococcus haemolyticus,vancomycin,4,0,0,4,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus hominis,amoxicillin,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus hominis,amoxicillin_clavulanate,6,0,7,13,0.46153846153846156,0.0,0.5384615384615384,0.5384615384615384
MI,2021,blood,staphylococcus hominis,ampicillin,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus hominis,cefepime,6,0,5,11,0.5454545454545454,0.0,0.45454545454545453,0.45454545454545453
MI,2021,blood,staphylococcus hominis,cefotaxime,2,0,3,5,0.4,0.0,0.6,0.6
MI,2021,blood,staphylococcus hominis,cefoxitin,2,0,2,4,0.5,0.0,0.5,0.5
MI,2021,blood,staphylococcus hominis,ceftriaxone,6,0,6,12,0.5,0.0,0.5,0.5
MI,2021,blood,staphylococcus hominis,cefuroxime,4,0,5,9,0.4444444444444444,0.0,0.5555555555555556,0.5555555555555556
MI,2021,blood,staphylococcus hominis,chloramphenicol,11,0,2,13,0.8461538461538461,0.0,0.15384615384615385,0.15384615384615385
MI,2021,blood,staphylococcus hominis,ciprofloxacin,6,0,7,13,0.46153846153846156,0.0,0.5384615384615384,0.5384615384615384
MI,2021,blood,staphylococcus hominis,clindamycin,5,0,8,13,0.38461538461538464,0.0,0.6153846153846154,0.6153846153846154
MI,2021,blood,staphylococcus hominis,erythromycin,5,0,8,13,0.38461538461538464,0.0,0.6153846153846154,0.6153846153846154
MI,2021,blood,staphylococcus hominis,gentamicin,11,2,0,13,0.8461538461538461,0.15384615384615385,0.0,0.15384615384615385
MI,2021,blood,staphylococcus hominis,imipenem_cilastatin,6,0,6,12,0.5,0.0,0.5,0.5
MI,2021,blood,staphylococcus hominis,linezolid,12,0,1,13,0.9230769230769231,0.0,0.07692307692307693,0.07692307692307693
MI,2021,blood,staphylococcus hominis,meropenem,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus hominis,netilmicin,10,0,0,10,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus hominis,ofloxacin,6,0,7,13,0.46153846153846156,0.0,0.5384615384615384,0.5384615384615384
MI,2021,blood,staphylococcus hominis,oxacillin,6,0,7,13,0.46153846153846156,0.0,0.5384615384615384,0.5384615384615384
MI,2021,blood,staphylococcus hominis,penicillin,0,0,11,11,0.0,0.0,1.0,1.0
MI,2021,blood,staphylococcus hominis,piperacillin,6,0,7,13,0.46153846153846156,0.0,0.5384615384615384,0.5384615384615384
MI,2021,blood,staphylococcus hominis,piperacillin_tazobactam,6,0,7,13,0.46153846153846156,0.0,0.5384615384615384,0.5384615384615384
MI,2021,blood,staphylococcus hominis,rifampicin,13,0,0,13,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus hominis,teicoplanin,13,0,0,13,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus hominis,tigecycline,13,0,0,13,1.0,0.0,0.0,0.0
MI,2021,blood,staphylococcus hominis,trimethoprim_sulfamethoxazole,6,0,6,12,0.5,0.0,0.5,0.5
MI,2021,blood,staphylococcus hominis,vancomycin,13,0,0,13,1.0,0.0,0.0,0.0
MI,2021,other,acinetobacter baumannii,amikacin,1,0,5,6,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334
MI,2021,other,acinetobacter baumannii,ampicillin,0,1,3,4,0.0,0.25,0.75,1.0
MI,2021,other,acinetobacter baumannii,ampicillin_sulbactam,0,1,3,4,0.0,0.25,0.75,1.0
MI,2021,other,acinetobacter baumannii,cefepime,0,1,5,6,0.0,0.16666666666666666,0.8333333333333334,1.0
MI,2021,other,acinetobacter baumannii,cefotaxime,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,ceftazidime,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,ceftriaxone,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,colistin,1,0,0,1,1.0,0.0,0.0,0.0
MI,2021,other,acinetobacter baumannii,gentamicin,1,0,5,6,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334
MI,2021,other,acinetobacter baumannii,imipenem_cilastatin,0,0,4,4,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,levofloxacin,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,meropenem,0,2,4,6,0.0,0.3333333333333333,0.6666666666666666,1.0
MI,2021,other,acinetobacter baumannii,netilmicin,0,0,3,3,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,ofloxacin,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,piperacillin,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,piperacillin_tazobactam,0,0,6,6,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter baumannii,tigecycline,5,1,0,6,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666
MI,2021,other,acinetobacter baumannii,tobramycin,1,0,4,5,0.2,0.0,0.8,0.8
MI,2021,other,acinetobacter baumannii,trimethoprim_sulfamethoxazole,1,0,4,5,0.2,0.0,0.8,0.8
MI,2021,other,acinetobacter spp.,amikacin,0,0,1,1,0.0,0.0,1.0,1.0
MI,2021,other,acinetobacter spp.,ampicillin,0,1,0,1,0.0,1.0,0.0,1.0
MI,2021,other,acinetobacter spp.,ampicillin_sulbactam,0,1,0,1,0.0,1.0,0.0,1.0
